"host_total_listings_count","host_has_profile_pic","host_identity_verified","accommodates","bedrooms","beds","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","has_availability","availability_30","availability_60","availability_90","availability_365","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","calculated_host_listings_count_shared_rooms","reviews_per_month","host_days_since_joining","host_response_time_category","host_response_rate_percentage","host_acceptance_rate_percentage","host_is_superhost_filled","neighbourhood_grouped","dist_to_dt","property_type_grouped","entire_home_apt","bathrooms_numeric","security","essentials","kitchen_amenities","entertainment","bedroom_amenities","work","parking","toiletries","climate_control","convenience_features","price_numeric"
66,TRUE,TRUE,4,2,2,2,1125,2,4,2,1125,2.2,355.2,TRUE,27,55,81,354,15,7,0,4.73,4.73,4.73,4.53,4.6,4.93,4.53,TRUE,11,11,0,0,0.59,502,"within an hour",0.9,1,FALSE,"Others",0.145390177809391,"Entire Place",TRUE,2.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,336
66,TRUE,TRUE,10,3,10,2,1125,2,4,2,1125,2.3,292.7,TRUE,14,28,40,272,53,28,5,4.94,4.94,4.89,4.83,4.91,4.92,4.89,TRUE,11,11,0,0,1.77,502,"within an hour",0.9,1,FALSE,"Others",4.76762148505962,"Entire Place",TRUE,3.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,336
391,TRUE,TRUE,10,4,9,2,1125,2,2,1125,1125,2,1125,TRUE,30,60,90,365,2,2,0,3,3.5,4,4,4.5,2.5,3.5,TRUE,34,34,0,0,0.18,502,"within an hour",0.95,0.99,FALSE,"Others",6.68077369475721,"Entire Place",TRUE,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,203
391,TRUE,TRUE,6,2,3,2,1125,2,4,2,1125,2.2,276.9,TRUE,24,48,78,353,49,9,2,4.63,4.65,4.52,4.69,4.67,4.77,4.58,TRUE,34,34,0,0,0.82,502,"within an hour",0.95,0.99,FALSE,"Others",5.91899386596317,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,220
391,TRUE,TRUE,6,2,3,2,1125,2,2,1125,1125,2,1125,TRUE,30,60,90,365,6,2,0,4.5,4.67,4.67,4.5,4.67,4.33,4,TRUE,34,34,0,0,0.41,502,"within an hour",0.95,0.99,FALSE,"Others",6.69841399160366,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,90
391,TRUE,TRUE,10,4,6,2,1125,2,4,2,1125,2.2,430.6,TRUE,21,43,58,287,56,30,2,4.68,4.75,4.71,4.68,4.63,4.7,4.73,TRUE,34,34,0,0,2.42,502,"within an hour",0.95,0.99,FALSE,"Others",4.39142568261906,"Entire Place",TRUE,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,334
391,TRUE,TRUE,16,5,15,2,1125,2,3,2,1125,2.1,516.4,TRUE,30,60,90,365,11,10,0,4.36,4.91,4.64,3.45,4.18,4.91,4.27,TRUE,34,34,0,0,0.9,502,"within an hour",0.95,0.99,FALSE,"Others",4.7740241958025,"Entire Place",TRUE,5.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,614
391,TRUE,TRUE,12,3,8,2,1125,2,2,1125,1125,2,1125,TRUE,26,56,83,358,11,9,0,4.27,4.27,4.45,4.55,4.27,4.09,4,TRUE,34,34,0,0,0.73,502,"within an hour",0.95,0.99,FALSE,"Others",10.3845614454799,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,234
391,TRUE,TRUE,7,3,5,2,1125,2,4,2,1125,2.2,361.2,TRUE,26,56,83,354,31,9,1,4.61,4.77,4.87,4.9,4.77,4.65,4.48,TRUE,34,34,0,0,0.87,502,"within an hour",0.95,0.99,FALSE,"Others",4.43836658835173,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,148
391,TRUE,TRUE,12,5,12,7,1125,7,7,8,1125,7,1119.9,TRUE,30,60,90,365,14,7,0,3.86,4.14,4.43,4.93,3.93,4.79,3.79,TRUE,34,34,0,0,0.5,502,"within an hour",0.95,0.99,FALSE,"Others",10.3112481442287,"Entire Place",TRUE,4.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,650
391,TRUE,TRUE,12,3,7,2,1125,2,4,2,1125,2.3,369.4,TRUE,30,54,76,337,63,23,3,4.81,4.87,4.73,4.79,4.7,4.89,4.78,TRUE,34,34,0,0,1.9,502,"within an hour",0.95,0.99,FALSE,"Others",8.50688716779533,"Entire Place",TRUE,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,279
391,TRUE,TRUE,8,2,4,2,1125,2,4,169,1125,2.1,677.6,TRUE,30,60,90,365,13,9,0,4.77,4.85,4.62,4.85,4.92,4.92,4.69,TRUE,34,34,0,0,0.93,502,"within an hour",0.95,0.99,FALSE,"Others",2.49858422759289,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,166
1,TRUE,TRUE,2,1,1,2,1125,2,3,1125,1125,2.4,1125,TRUE,7,28,46,311,67,55,5,4.99,4.94,5,5,4.87,4.93,4.84,FALSE,1,1,0,0,4.63,3033,"within an hour",1,0.98,TRUE,"Asheville",1.40094692297726,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,104
2,TRUE,TRUE,6,2,3,1,365,1,3,1125,1125,1.1,1125,TRUE,1,1,4,9,22,17,0,4.95,4.91,4.95,4.95,5,4.91,4.95,FALSE,2,2,0,0,1.33,2323,"within an hour",1,1,TRUE,"Asheville",0.739434661964703,"Entire Place",TRUE,2.5,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,172
2,TRUE,TRUE,2,NA,1,2,28,2,2,1125,1125,2,1125,TRUE,18,46,68,158,23,9,2,5,5,5,5,5,4.83,4.96,FALSE,1,1,0,0,1.41,4321,"within an hour",1,1,TRUE,"Asheville",3.23363780162898,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,117
7,TRUE,TRUE,4,1,4,1,365,1,1,365,365,1,365,TRUE,28,28,28,90,7,5,1,5,5,5,5,5,5,4.86,FALSE,3,1,2,0,0.53,3130,"within an hour",1,0.91,FALSE,"Asheville",3.344080851622,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,165
1,TRUE,TRUE,8,4,5,3,30,3,3,1125,1125,3,1125,TRUE,16,31,56,163,20,10,0,5,5,4.9,5,5,5,5,FALSE,1,1,0,0,1.38,4040,"within an hour",1,1,TRUE,"Arden",8.52793222564799,"Entire Place",TRUE,2.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,237
4,TRUE,TRUE,3,1,1,2,30,2,2,30,30,2,30,TRUE,18,46,76,348,47,31,2,4.83,4.87,4.66,4.96,4.94,4.96,4.79,FALSE,1,1,0,0,3.09,3724,"within an hour",1,0.95,TRUE,"Asheville",6.75673816393856,"Non-Traditional",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,75
2,TRUE,TRUE,4,2,3,3,1125,3,3,1125,1125,3,1125,TRUE,12,27,51,319,57,34,1,4.75,4.74,4.74,4.93,4.98,4.84,4.75,TRUE,1,1,0,0,3.48,3836,"within an hour",1,0.98,FALSE,"Asheville",1.3649381286224,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,118
1,TRUE,TRUE,6,3,3,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,1,1,0,5,5,4,5,5,5,5,FALSE,1,1,0,0,0.09,3913,"N/A",NA,NA,FALSE,"Asheville",1.38770599339079,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,65
3,TRUE,TRUE,4,2,2,26,120,20,26,120,120,25,120,TRUE,2,4,4,209,4,4,0,5,5,5,5,5,5,5,FALSE,1,1,0,0,0.44,3640,"within a few hours",1,0.79,FALSE,"Asheville",2.17468854514977,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,175
1123,TRUE,TRUE,8,3,5,2,1125,2,5,2,1125,2.3,248.4,TRUE,26,52,82,357,13,9,1,4.46,4.15,4.46,4.85,4.46,4.77,4.38,TRUE,10,10,0,0,0.87,1782,"within an hour",0.95,1,FALSE,"Others",5.1970235058743,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,169
1,TRUE,TRUE,2,NA,1,1,5,1,1,5,5,1,5,TRUE,17,47,77,166,71,61,7,4.97,4.99,5,5,5,4.94,4.97,FALSE,1,0,1,0,4.73,1432,"within an hour",1,1,FALSE,"Arden",8.9781636332761,"Private Room",FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,51
1,TRUE,TRUE,4,1,2,3,1125,3,3,1125,1125,3,1125,TRUE,17,47,77,352,3,3,0,4.33,5,5,5,5,5,5,FALSE,1,1,0,0,0.25,1318,"N/A",NA,0.83,FALSE,"Arden",8.67665228662473,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,145
1,TRUE,TRUE,8,3,5,2,13,2,2,1125,1125,2,1125,TRUE,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,1,1,0,0,NA,2681,"N/A",NA,1,FALSE,"Asheville",1.74316296754586,"Entire Place",TRUE,2.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,300
138,TRUE,TRUE,10,5,5,1,365,1,2,2,365,1.7,126.2,TRUE,18,42,72,347,25,20,0,4.68,4.88,4.8,4.92,4.84,4.6,4.36,TRUE,113,113,0,0,1.62,1984,"within an hour",1,0.98,TRUE,"Woodfin",2.61507576776234,"Entire Place",TRUE,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,249
2,TRUE,FALSE,2,1,1,2,120,1,2,1125,1125,1.3,1125,TRUE,9,32,59,236,46,35,3,4.89,4.93,4.91,5,4.96,4.91,4.76,FALSE,2,1,1,0,2.98,2843,"within an hour",1,0.99,TRUE,"Asheville",0.847810605284927,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,129
23,TRUE,FALSE,2,NA,1,1,5,1,1,5,5,1,5,TRUE,30,60,90,176,7,7,0,4.86,4.71,4.71,4.71,5,5,4.57,TRUE,19,13,6,0,0.57,2098,"within an hour",1,1,FALSE,"Others",2.94683972976152,"Private Room",FALSE,0.5,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,35
4,TRUE,TRUE,2,1,1,30,1125,30,30,1125,1125,30,1125,TRUE,0,2,32,276,7,6,1,5,5,5,5,5,5,5,FALSE,3,3,0,0,0.47,3810,"within an hour",1,1,TRUE,"Asheville",3.03507665227618,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,45
1123,TRUE,TRUE,4,3,4,2,1125,2,4,2,1125,2.2,189.8,TRUE,30,60,90,365,9,8,0,4.78,4.89,4.89,4.89,5,4.78,4.78,TRUE,10,10,0,0,0.59,1782,"within an hour",0.95,1,FALSE,"Others",4.5868303464096,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,147
18,TRUE,TRUE,16,7,11,2,365,1,3,365,365,2.7,365,TRUE,20,30,46,285,26,21,1,4.81,4.73,4.81,4.92,4.88,4.88,4.65,FALSE,2,2,0,0,1.71,1881,"within an hour",1,0.98,TRUE,"Candler",6.80132272223131,"Entire Place",TRUE,4.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,420
6,TRUE,TRUE,6,3,3,28,365,28,28,1125,1125,28,1125,TRUE,0,13,17,175,1,0,0,5,5,5,5,5,5,4,TRUE,3,3,0,0,0.07,2528,"within an hour",1,1,FALSE,"Others",0.650099690378279,"Entire Place",TRUE,2,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,452
1,TRUE,TRUE,6,2,3,2,365,2,2,365,365,2,365,TRUE,16,36,58,326,29,28,1,4.9,4.93,5,4.86,4.93,4.76,4.76,TRUE,1,1,0,0,2.21,2282,"within an hour",1,0.98,TRUE,"Others",0.36246698503122,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,337
3,TRUE,FALSE,4,1,2,3,11,3,3,1125,1125,3,1125,TRUE,8,29,52,127,14,7,2,5,5,5,5,5,5,5,FALSE,2,2,0,0,0.9,1253,"within an hour",1,1,TRUE,"Asheville",6.20889962080743,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,124
163,TRUE,TRUE,8,4,5,1,365,2,4,26,29,2.5,28.2,TRUE,13,36,59,325,15,13,4,4.8,4.93,4.93,4.8,4.87,4.87,4.73,TRUE,34,34,0,0,1.07,2196,"within an hour",1,1,FALSE,"Others",4.48050250816777,"Entire Place",TRUE,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,125
1,TRUE,TRUE,6,2,4,1,1125,1,2,1125,1125,1.1,1125,TRUE,0,1,19,292,65,43,1,4.98,4.95,4.89,5,5,4.88,4.92,FALSE,1,1,0,0,4.06,484,"within an hour",1,0.98,TRUE,"Asheville",4.81823069225647,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,149
2,TRUE,FALSE,6,4,4,3,1125,2,3,1125,1125,2.4,1125,TRUE,7,11,16,223,53,41,3,5,5,4.98,5,5,4.79,4.92,TRUE,1,1,0,0,3.44,2626,"within an hour",1,0.99,TRUE,"Arden",8.11961803141343,"Entire Place",TRUE,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,238
24,TRUE,TRUE,14,6,6,1,365,1,1,1125,1125,1,1125,TRUE,14,31,52,288,55,42,6,4.95,4.96,4.95,4.96,4.96,4.73,4.8,TRUE,15,15,0,0,3.56,1588,"within an hour",1,1,TRUE,"Asheville",5.06214794845501,"Entire Place",TRUE,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,414
1,TRUE,TRUE,6,3,3,30,365,30,30,1125,1125,30,1125,TRUE,11,26,56,297,8,7,1,5,5,5,5,5,4.88,4.88,FALSE,1,1,0,0,0.59,483,"within an hour",1,1,TRUE,"Asheville",2.00889181424014,"Entire Place",TRUE,2.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,139
2,TRUE,TRUE,4,1,2,1,1125,1,2,1125,1125,1.3,1125,TRUE,12,33,63,334,69,52,1,4.99,5,4.99,4.99,4.99,4.96,4.94,TRUE,1,1,0,0,4.56,2607,"within an hour",1,1,TRUE,"Asheville",1.81979619912238,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,130
33,TRUE,TRUE,6,3,3,2,365,1,4,1125,1125,3.2,1125,TRUE,22,48,71,219,49,37,2,4.9,4.92,4.96,4.94,4.96,4.84,4.86,TRUE,9,9,0,0,3.13,1634,"within an hour",0.98,0.99,TRUE,"Others",6.03670549548052,"Entire Place",TRUE,2.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,116
1,TRUE,TRUE,4,1,2,2,365,2,2,365,365,2,365,TRUE,21,48,74,349,29,19,0,5,5,4.93,5,4.93,5,5,FALSE,1,1,0,0,1.82,3315,"within an hour",1,0.87,TRUE,"Asheville",1.49935529701957,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,157
1,TRUE,TRUE,16,7,8,1,365,1,1,365,365,1,365,TRUE,25,44,72,340,56,38,4,4.93,4.91,4.89,5,4.96,4.86,4.75,FALSE,1,1,0,0,3.57,2885,"within an hour",1,1,TRUE,"Asheville",4.53553984134197,"Entire Place",TRUE,3.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,955
1,TRUE,TRUE,8,4,4,2,30,2,2,30,30,2,30,TRUE,0,0,0,0,31,24,2,5,4.94,5,5,5,4.87,4.87,TRUE,1,1,0,0,1.97,481,"within an hour",1,1,TRUE,"Asheville",6.10444201757434,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,195
3,TRUE,TRUE,4,2,2,2,90,2,2,1125,1125,2,1125,TRUE,0,0,27,117,9,5,0,4.56,5,4.67,5,4.56,4.67,4.56,TRUE,3,1,2,0,0.64,1475,"within an hour",1,1,FALSE,"Woodfin",1.89527173171577,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,160
138,TRUE,TRUE,6,2,4,1,365,1,2,2,365,1.7,141,TRUE,13,32,62,332,13,6,1,5,5,5,5,4.92,4.92,4.69,TRUE,113,113,0,0,0.86,1984,"within an hour",1,0.98,TRUE,"Asheville",0.580986755753756,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,295
1,TRUE,FALSE,6,3,5,2,365,2,2,1125,1125,2,1125,TRUE,0,0,0,168,3,1,0,5,5,4.67,5,5,5,5,FALSE,1,1,0,0,0.2,765,"N/A",NA,1,FALSE,"Others",5.11908281715524,"Entire Place",TRUE,2,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,130
1,TRUE,TRUE,4,1,3,2,28,2,2,28,28,2,28,TRUE,11,23,51,310,47,37,2,4.87,5,5,4.98,4.94,4.96,4.81,FALSE,1,1,0,0,3.23,476,"within an hour",1,1,TRUE,"Asheville",1.63858173663336,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,89
3,TRUE,TRUE,6,3,6,3,30,3,3,1125,1125,3,1125,TRUE,17,32,62,333,51,38,2,5,4.98,4.92,4.98,4.98,4.78,4.98,FALSE,3,3,0,0,3.26,476,"within an hour",1,1,TRUE,"Asheville",4.33238997686744,"Entire Place",TRUE,2.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,178
302,TRUE,TRUE,8,4,4,1,365,2,4,1125,1125,2.2,1125,TRUE,9,33,55,303,11,11,0,5,5,5,5,4.91,5,4.82,TRUE,51,51,0,0,1.12,2461,"within an hour",0.99,0.98,TRUE,"Woodfin",3.21987339858617,"Entire Place",TRUE,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,276
302,TRUE,TRUE,8,4,5,1,365,2,4,1125,1125,2.2,1125,TRUE,21,49,72,324,12,12,0,5,5,5,5,4.75,4.83,4.75,TRUE,51,51,0,0,1.01,2461,"within an hour",0.99,0.98,TRUE,"Woodfin",3.25002831545634,"Entire Place",TRUE,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,271
302,TRUE,TRUE,8,4,6,1,365,2,4,1125,1125,2.2,1125,TRUE,24,49,76,335,12,12,1,4.92,4.92,5,4.92,5,5,4.75,TRUE,51,51,0,0,1.04,2461,"within an hour",0.99,0.98,TRUE,"Woodfin",3.19816115997373,"Entire Place",TRUE,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,243
302,TRUE,TRUE,8,4,4,1,365,2,4,1125,1125,2.2,1125,TRUE,27,49,79,336,14,14,1,4.79,4.5,4.93,4.93,4.5,4.79,4.79,TRUE,51,51,0,0,1.28,2461,"within an hour",0.99,0.98,TRUE,"Woodfin",3.34470224551707,"Entire Place",TRUE,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,211
302,TRUE,TRUE,8,4,4,1,365,2,4,1125,1125,2.2,1125,TRUE,23,49,79,340,7,7,0,5,5,5,4.71,4.86,4.86,4.86,TRUE,51,51,0,0,0.64,2461,"within an hour",0.99,0.98,TRUE,"Woodfin",3.30475334471075,"Entire Place",TRUE,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,227
302,TRUE,TRUE,8,4,5,1,365,2,4,1125,1125,2.2,1125,TRUE,18,48,78,339,11,11,0,4.82,5,4.91,4.73,4.64,5,4.82,TRUE,51,51,0,0,1.02,2461,"within an hour",0.99,0.98,TRUE,"Woodfin",3.28345666888672,"Entire Place",TRUE,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,224
302,TRUE,TRUE,8,4,5,1,365,2,4,1125,1125,2.2,1125,TRUE,19,34,56,311,12,12,1,5,5,5,4.83,5,5,4.92,TRUE,51,51,0,0,1.31,2461,"within an hour",0.99,0.98,TRUE,"Woodfin",3.20705511847818,"Entire Place",TRUE,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,298
302,TRUE,TRUE,8,4,8,1,365,2,4,1125,1125,2.2,1125,TRUE,24,45,72,336,9,9,1,4.89,5,5,5,4.78,4.89,4.89,TRUE,51,51,0,0,0.94,2461,"within an hour",0.99,0.98,TRUE,"Woodfin",3.29740118931065,"Entire Place",TRUE,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,267
302,TRUE,TRUE,8,4,5,1,365,2,4,1125,1125,2.2,1125,TRUE,22,47,72,329,13,13,0,5,5,5,4.92,4.92,5,5,TRUE,51,51,0,0,1.36,2461,"within an hour",0.99,0.98,TRUE,"Woodfin",3.2195961507455,"Entire Place",TRUE,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,332
5,TRUE,TRUE,4,2,2,2,14,2,2,1125,1125,2,1125,TRUE,0,0,0,0,5,2,0,4.8,4.8,5,5,5,4.8,4.8,FALSE,5,5,0,0,0.32,1860,"within an hour",1,1,TRUE,"Asheville",5.78429886606411,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,165
1,TRUE,TRUE,4,2,2,2,1125,2,2,1125,1125,2,1125,TRUE,23,53,83,263,22,18,1,4.73,4.59,5,4.91,4.91,4.45,4.64,TRUE,1,1,0,0,1.57,2400,"within an hour",1,1,FALSE,"Asheville",4.41024804770704,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,88
3,TRUE,TRUE,5,2,3,4,180,1,5,1125,1125,4.8,1125,TRUE,20,41,65,331,36,27,2,5,5,5,4.94,5,4.92,4.86,TRUE,3,3,0,0,2.52,474,"within an hour",1,1,TRUE,"Asheville",1.01522472157994,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,209
1,TRUE,FALSE,10,5,5,2,60,2,2,60,60,2,60,TRUE,16,32,53,300,23,19,1,4.87,4.91,4.74,5,4.83,4.87,4.74,TRUE,1,1,0,0,1.54,473,"within an hour",1,1,FALSE,"Others",7.67782548946697,"Entire Place",TRUE,3.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,450
2165,TRUE,TRUE,6,3,4,2,1125,2,3,1125,1125,2.2,1125,TRUE,0,0,0,77,14,10,0,4.93,5,4.86,5,4.86,4.86,4.93,TRUE,43,43,0,0,0.91,2281,"within an hour",0.98,0.99,FALSE,"Asheville",4.53533788037001,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,204
1,TRUE,TRUE,4,2,2,30,365,30,30,1125,1125,30,1125,TRUE,13,26,26,254,1,1,0,5,5,5,5,5,5,5,FALSE,1,1,0,0,0.08,2899,"within an hour",1,1,FALSE,"Others",3.41266159031573,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100
1,TRUE,FALSE,2,1,2,1,1125,1,1,1125,1125,1,1125,TRUE,6,19,34,168,199,162,15,4.98,4.99,5,4.99,4.99,4.94,4.94,TRUE,1,1,0,0,13.15,1861,"within an hour",1,1,TRUE,"Asheville",0.723410371154068,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,115
2,TRUE,FALSE,6,3,3,1,31,1,1,1125,1125,1,1125,TRUE,14,34,60,326,79,62,2,4.91,4.89,4.87,4.95,4.99,4.85,4.86,TRUE,2,2,0,0,5.28,1729,"within an hour",1,1,TRUE,"Others",3.11574894742981,"Entire Place",TRUE,1.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,159
1,TRUE,FALSE,6,3,4,3,59,3,3,59,59,3,59,TRUE,4,12,28,165,27,19,0,5,4.96,4.96,5,5,4.93,4.93,TRUE,1,1,0,0,1.85,1584,"within an hour",1,1,TRUE,"Others",7.83211633658266,"Entire Place",TRUE,3.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,188
1,TRUE,TRUE,2,1,1,1,365,1,2,3,365,1.1,362.5,TRUE,12,25,41,210,25,25,3,5,5,5,5,5,4.96,4.96,FALSE,1,1,0,0,3.05,3324,"within an hour",1,1,TRUE,"Asheville",1.59545175715569,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,98
