"host_total_listings_count","host_has_profile_pic","host_identity_verified","accommodates","bedrooms","beds","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","has_availability","availability_30","availability_60","availability_90","availability_365","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","calculated_host_listings_count_shared_rooms","reviews_per_month","host_days_since_joining","host_response_time_category","host_response_rate_percentage","host_acceptance_rate_percentage","host_is_superhost_filled","neighbourhood_grouped","dist_to_dt","property_type_grouped","entire_home_apt","bathrooms_numeric","security","essentials","kitchen_amenities","entertainment","bedroom_amenities","work","parking","toiletries","climate_control","convenience_features","price_numeric"
163,TRUE,TRUE,2,1,1,1,1125,2,3,27,29,2.7,28.2,TRUE,13,43,73,348,41,18,0,4.9,4.95,5,4.98,4.93,4.95,4.8,TRUE,34,34,0,0,0.75,2196,"within an hour",1,1,FALSE,"Others",5.82116226395884,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,109
11,TRUE,TRUE,2,1,1,1,1125,1,3,1125,1125,2.1,1125,TRUE,15,45,71,321,200,36,1,4.82,4.93,4.94,4.91,4.87,4.92,4.69,FALSE,5,5,0,0,3.57,1930,"within an hour",1,1,TRUE,"Asheville",0.246109361468036,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,215
11,TRUE,TRUE,4,2,3,1,1125,1,4,1125,1125,3.4,1125,TRUE,3,10,32,270,212,53,5,4.86,4.94,4.97,4.94,4.9,4.87,4.76,FALSE,5,5,0,0,3.78,1930,"within an hour",1,1,TRUE,"Asheville",0.252513003623037,"Entire Place",TRUE,2.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,317
11,TRUE,TRUE,2,1,1,1,1125,1,3,1125,1125,2.4,1125,TRUE,27,53,83,331,203,51,3,4.91,4.95,4.97,4.93,4.93,4.93,4.83,FALSE,5,5,0,0,3.63,1930,"within an hour",1,1,TRUE,"Asheville",0.246109361468036,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,222
1,TRUE,TRUE,4,NA,2,2,1125,2,2,1125,1125,2,1125,TRUE,27,57,87,362,43,4,0,5,4.98,5,5,5,5,4.79,FALSE,1,0,1,0,0.77,1683,"N/A",NA,1,FALSE,"Asheville",0.715544153747798,"Private Room",FALSE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,225
3,TRUE,TRUE,3,NA,2,1,1125,1,2,1125,1125,1.3,1125,TRUE,21,51,81,260,358,38,4,4.98,4.99,4.99,5,5,4.93,4.87,TRUE,1,1,0,0,6.42,2865,"within an hour",1,1,TRUE,"Asheville",4.08991500883348,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,124
9,TRUE,TRUE,10,3,6,2,45,1,4,1125,1125,3.2,1125,TRUE,18,41,71,216,210,36,4,4.85,4.9,4.82,4.94,4.91,4.82,4.85,TRUE,8,8,0,0,3.8,2616,"within an hour",0.99,1,TRUE,"Asheville",5.23902998421797,"Entire Place",TRUE,2.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,117
6,TRUE,TRUE,3,1,1,2,29,2,2,1125,1125,2,1125,TRUE,19,42,72,72,344,31,1,4.89,4.97,4.99,4.97,4.99,4.82,4.88,FALSE,2,2,0,0,6.19,3532,"within an hour",0.9,0.97,TRUE,"Asheville",1.06356360437627,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,114
1,TRUE,TRUE,6,3,3,30,30,30,30,30,30,30,30,TRUE,0,0,0,0,4,0,0,4.75,4.75,4.75,5,4.5,4.75,4.5,FALSE,1,1,0,0,0.08,2685,"N/A",NA,0,FALSE,"Asheville",3.92649462920954,"Entire Place",TRUE,2.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,85
1,TRUE,TRUE,2,1,1,1,1125,1,2,1125,1125,1.3,1125,TRUE,4,20,50,209,275,51,3,4.96,4.97,4.84,4.98,4.99,4.97,4.91,TRUE,1,1,0,0,5.03,3583,"N/A",NA,NA,FALSE,"Asheville",1.19201641744044,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,128
3,TRUE,TRUE,2,1,2,2,1125,2,2,1125,1125,2,1125,TRUE,6,22,39,119,264,59,5,4.92,4.95,4.9,4.96,4.94,4.95,4.8,TRUE,3,3,0,0,4.85,2961,"within an hour",1,1,TRUE,"Asheville",0.102409332445421,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,116
11,TRUE,TRUE,13,4,8,3,28,2,6,28,28,3,28,TRUE,17,41,71,338,56,5,1,4.86,4.88,4.79,4.96,4.93,4.82,4.84,TRUE,2,2,0,0,1.04,2277,"within an hour",1,0.99,TRUE,"Asheville",6.29366207637964,"Entire Place",TRUE,2.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,300
1,TRUE,TRUE,6,3,3,14,14,14,14,14,14,14,14,TRUE,0,0,0,0,42,1,0,4.98,4.8,4.8,4.98,4.95,4.98,4.9,FALSE,1,1,0,0,0.76,2831,"within a day",1,0.67,FALSE,"Asheville",0.69442754807423,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,429
2,TRUE,TRUE,4,1,2,2,21,1,2,21,21,2,21,TRUE,17,42,72,162,335,47,0,4.93,4.94,4.96,4.99,4.99,4.93,4.89,FALSE,1,1,0,0,6.13,4232,"within an hour",1,0.98,TRUE,"Asheville",2.93809891329879,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,96
1,TRUE,TRUE,4,2,2,2,1125,2,2,1125,1125,2,1125,TRUE,10,16,35,112,104,34,2,4.98,4.98,4.95,4.97,5,4.97,4.9,FALSE,1,1,0,0,1.97,3613,"within an hour",1,1,TRUE,"Asheville",0.419958076664387,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,180
11,TRUE,TRUE,16,4,8,3,28,2,6,28,28,3.3,28,TRUE,23,43,70,338,63,6,1,4.9,5,4.89,4.97,4.95,4.89,4.84,TRUE,2,2,0,0,1.14,2277,"within an hour",1,0.99,TRUE,"Asheville",6.24113134364958,"Entire Place",TRUE,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,414
1,TRUE,TRUE,2,1,1,2,14,2,2,14,14,2,14,TRUE,18,26,38,38,61,12,1,5,5,4.98,5,5,5,4.98,FALSE,1,1,0,0,1.11,2526,"within an hour",1,0.81,TRUE,"Others",3.24410649139537,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,95
1,TRUE,TRUE,2,1,1,3,1125,3,3,1125,1125,3,1125,TRUE,12,26,46,300,63,13,0,4.98,4.98,4.98,5,4.98,4.98,4.95,FALSE,1,1,0,0,1.23,2054,"within an hour",1,1,TRUE,"Asheville",2.33881783592607,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,145
2,TRUE,TRUE,2,NA,1,2,14,2,2,1125,1125,2,1125,TRUE,14,38,67,67,211,52,3,4.89,4.95,4.96,4.98,4.96,4.96,4.9,FALSE,2,0,2,0,3.84,2060,"within an hour",1,1,FALSE,"Asheville",0.998823308788843,"Private Room",FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,60
1,TRUE,FALSE,5,3,3,3,10,3,3,10,10,3,10,TRUE,0,0,0,152,14,0,0,4.93,4.93,4.64,5,5,4.71,4.93,FALSE,1,1,0,0,0.26,2274,"N/A",NA,NA,FALSE,"Asheville",5.77851770011326,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,185
2,TRUE,TRUE,2,1,1,2,90,2,2,1125,1125,2,1125,TRUE,11,41,71,161,214,50,3,4.94,4.95,4.96,4.97,4.96,4.91,4.9,TRUE,1,1,0,0,3.93,2350,"within an hour",1,1,TRUE,"Asheville",4.44711840761091,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,116
11,TRUE,TRUE,1,NA,1,28,1125,28,28,1125,1125,28,1125,TRUE,2,21,51,140,3,2,1,5,5,5,5,5,5,5,FALSE,4,1,3,0,0.13,2670,"within an hour",0.8,0.88,FALSE,"Asheville",1.73322136002182,"Private Room",FALSE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,85
1,TRUE,FALSE,2,NA,1,3,1125,3,3,1125,1125,3,1125,TRUE,0,0,0,0,35,0,0,4.97,5,5,4.97,5,4.94,4.97,FALSE,1,0,1,0,0.74,3430,"N/A",NA,NA,FALSE,"Asheville",0.79379687702865,"Private Room",FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,86
1,TRUE,TRUE,2,1,1,1,7,1,2,1125,1125,1.3,1125,TRUE,5,13,13,13,59,31,2,4.93,4.98,4.9,4.98,4.98,4.83,4.81,FALSE,1,1,0,0,3.5,3633,"within an hour",1,1,TRUE,"Asheville",2.84141781090433,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,79
2,TRUE,FALSE,3,1,1,2,1125,2,3,1125,1125,2.1,1125,TRUE,21,51,81,356,186,31,2,4.94,4.96,4.92,4.92,4.97,4.91,4.89,FALSE,2,2,0,0,3.43,3153,"within an hour",1,1,TRUE,"Asheville",0.831956726144437,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,150
17,TRUE,TRUE,5,2,2,1,21,1,4,1,21,1.5,19.8,TRUE,20,43,73,163,238,53,3,4.97,4.96,4.95,5,5,4.93,4.84,FALSE,9,9,0,0,4.34,3707,"within an hour",1,0.99,TRUE,"Asheville",0.449790100486418,"Entire Place",TRUE,1.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,133
6,TRUE,TRUE,3,1,1,2,90,2,2,1125,1125,2,1125,TRUE,9,25,55,55,85,26,1,4.79,4.88,4.95,4.96,4.94,4.81,4.85,FALSE,2,2,0,0,1.54,3532,"within an hour",0.9,0.97,TRUE,"Asheville",1.00748749082485,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,126
2,TRUE,TRUE,2,1,1,2,1125,2,2,1125,1125,2,1125,TRUE,26,49,76,320,151,34,3,4.96,4.99,5,4.97,4.99,4.91,4.78,FALSE,2,2,0,0,2.74,3030,"within an hour",1,1,TRUE,"Asheville",0.332502602481621,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,311
1,TRUE,TRUE,3,1,1,1,1125,1,2,1125,1125,1.3,1125,TRUE,23,53,83,358,61,38,3,4.98,4.97,5,4.89,4.97,5,4.95,FALSE,1,1,0,0,3.07,2637,"within an hour",1,1,TRUE,"Asheville",2.93175688670365,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,88
5,TRUE,TRUE,2,NA,1,1,1125,1,2,1125,1125,1.3,1125,TRUE,30,60,90,362,28,20,0,4.96,4.96,4.93,5,4.93,5,5,FALSE,3,0,3,0,0.51,4063,"within an hour",1,0.9,FALSE,"Asheville",0.623066856376564,"Private Room",FALSE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,106
24,TRUE,TRUE,10,4,6,2,90,2,7,1125,1125,2.8,1125,TRUE,13,35,50,136,85,19,2,4.95,4.89,4.96,4.99,4.99,4.69,4.78,TRUE,11,11,0,0,1.56,4381,"N/A",NA,NA,TRUE,"Asheville",7.35994843348193,"Entire Place",TRUE,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,253
2,TRUE,TRUE,4,2,2,2,1125,2,2,1125,1125,2,1125,TRUE,0,0,16,289,103,9,2,4.7,4.8,4.61,4.98,4.94,4.67,4.8,FALSE,2,2,0,0,1.89,2759,"within an hour",1,0.76,FALSE,"Fletcher",10.9860884643099,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,70
3,TRUE,TRUE,2,1,1,2,29,2,2,1125,1125,2,1125,TRUE,11,33,56,133,337,75,6,4.98,4.95,4.99,4.99,4.99,4.9,4.94,TRUE,2,2,0,0,6.14,1862,"within an hour",1,1,TRUE,"Asheville",4.1411347747362,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,74
3,TRUE,FALSE,2,NA,1,2,28,2,2,28,28,2,28,TRUE,6,17,35,256,383,65,6,4.98,5,4.99,5,5,4.89,4.99,TRUE,2,2,0,0,6.98,1651,"within an hour",1,1,TRUE,"Arden",10.3614110404545,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,68
2,TRUE,TRUE,2,1,1,1,1125,1,1,1125,1125,1,1125,TRUE,17,44,74,163,288,71,7,4.95,4.99,5,4.98,4.98,4.96,4.9,TRUE,1,1,0,0,5.34,2994,"within an hour",1,0.99,TRUE,"Asheville",2.62813184789885,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,96
1,TRUE,TRUE,2,1,1,1,6,1,2,6,6,1.4,6,TRUE,13,38,68,158,232,44,4,4.98,4.99,5,5,5,4.92,4.97,FALSE,1,1,0,0,4.44,2617,"within an hour",1,0.98,TRUE,"Asheville",5.59019984692663,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,94
1,TRUE,TRUE,5,2,2,1,62,4,7,62,62,4.9,62,TRUE,4,4,4,4,115,28,0,5,4.99,4.97,4.98,4.97,4.96,4.91,TRUE,1,1,0,0,2.14,2688,"within an hour",1,1,TRUE,"Candler",8.22631713049874,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,279
7,TRUE,TRUE,6,3,5,2,14,2,2,14,14,2,14,TRUE,13,28,36,36,189,25,0,4.88,4.94,4.88,4.97,4.95,4.87,4.76,FALSE,6,6,0,0,3.48,2390,"within an hour",1,1,TRUE,"Asheville",4.31023329607502,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,194
2,TRUE,TRUE,4,1,2,2,31,2,2,1125,1125,2,1125,TRUE,7,12,35,35,76,14,1,4.88,4.93,4.92,4.86,4.96,4.88,4.84,FALSE,2,2,0,0,1.41,2587,"N/A",NA,NA,FALSE,"Asheville",0.863020226308074,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,74
1,TRUE,TRUE,2,1,1,2,30,2,2,1125,1125,2,1125,TRUE,9,19,37,285,367,87,6,4.97,4.96,4.98,4.98,5,4.98,4.85,FALSE,1,1,0,0,7.03,2570,"N/A",NA,NA,TRUE,"Asheville",0.172470754286284,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,284
1,TRUE,FALSE,2,NA,1,1,30,1,1,1125,1125,1,1125,TRUE,0,16,46,136,41,7,0,5,5,5,5,5,4.95,5,FALSE,1,0,1,0,0.82,1637,"within an hour",1,1,FALSE,"Asheville",5.47827411308521,"Private Room",FALSE,1.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,77
1,TRUE,TRUE,2,1,1,2,1125,2,3,1125,1125,2.3,1125,TRUE,11,25,44,309,233,69,6,4.98,4.99,4.99,5,4.99,4.96,4.97,TRUE,1,1,0,0,4.73,1968,"within an hour",1,1,TRUE,"Asheville",0.859786979065122,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,111
17,TRUE,TRUE,4,2,2,1,21,1,4,1,21,1.5,19,TRUE,15,42,72,224,191,58,5,4.96,4.97,4.96,4.99,4.99,4.91,4.84,TRUE,9,9,0,0,3.53,3707,"within an hour",1,0.99,TRUE,"Asheville",0.445938395745096,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,128
2,TRUE,TRUE,2,NA,2,2,14,2,2,1125,1125,2,1125,TRUE,11,29,44,44,197,49,5,4.9,4.92,4.97,4.97,4.98,4.92,4.88,FALSE,2,0,2,0,3.72,2060,"within an hour",1,1,FALSE,"Asheville",1.01121534153676,"Private Room",FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,67
2,TRUE,FALSE,6,2,3,1,14,1,1,14,14,1,14,TRUE,27,52,78,350,82,9,0,4.78,4.78,4.61,4.99,4.91,4.82,4.57,TRUE,2,2,0,0,1.58,1630,"within an hour",1,1,FALSE,"Asheville",3.68591031904659,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,275
2,TRUE,FALSE,6,2,2,2,1125,2,2,1125,1125,2,1125,TRUE,2,3,12,200,383,83,8,5,4.98,4.99,4.99,4.99,4.98,4.99,TRUE,1,1,0,0,7.1,1629,"within an hour",1,1,TRUE,"Asheville",3.86061919721254,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,194
138,TRUE,TRUE,6,2,4,1,365,1,2,2,365,1.7,135.5,TRUE,11,38,68,343,132,19,2,4.94,4.97,4.97,4.99,4.96,4.92,4.78,TRUE,113,113,0,0,2.48,1984,"within an hour",1,0.98,TRUE,"Asheville",0.738439372862325,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,295
2,TRUE,FALSE,6,3,4,3,31,3,3,1125,1125,3,1125,TRUE,10,22,40,191,77,16,0,4.99,4.96,5,4.96,5,4.96,4.91,TRUE,1,1,0,0,1.73,2658,"within an hour",1,1,TRUE,"Asheville",5.79126972037835,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,281
138,TRUE,TRUE,4,1,2,1,365,1,2,2,365,1.7,136.6,TRUE,8,34,64,339,149,34,3,4.84,4.93,4.97,4.89,4.91,4.89,4.71,TRUE,113,113,0,0,2.78,1984,"within an hour",1,0.98,TRUE,"Others",0.375694681020757,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,295
138,TRUE,TRUE,8,3,4,1,365,1,2,2,365,1.5,190.2,TRUE,12,22,35,284,68,10,1,4.81,4.94,4.99,4.79,4.96,4.76,4.75,TRUE,113,113,0,0,1.28,1984,"within an hour",1,0.98,TRUE,"Others",0.328146219436521,"Entire Place",TRUE,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,295
138,TRUE,TRUE,4,1,2,1,365,1,2,2,365,1.7,130.6,TRUE,13,37,65,340,128,43,3,4.89,4.97,4.94,4.96,4.97,4.84,4.73,TRUE,113,113,0,0,2.4,1984,"within an hour",1,0.98,TRUE,"Others",0.280591898661355,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,295
138,TRUE,TRUE,6,2,3,1,365,1,2,2,365,1.7,145.7,TRUE,12,27,54,327,75,10,1,4.83,4.92,4.96,4.95,4.93,4.69,4.64,TRUE,113,113,0,0,1.4,1984,"within an hour",1,0.98,TRUE,"Others",0.389686971724398,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,295
138,TRUE,TRUE,6,2,3,1,365,1,2,2,365,1.7,127.7,TRUE,10,35,61,336,112,19,0,4.82,4.87,4.96,4.88,4.85,4.71,4.55,TRUE,113,113,0,0,2.16,1984,"within an hour",1,0.98,TRUE,"Others",0.38405645174585,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,295
138,TRUE,TRUE,6,2,3,1,365,1,2,2,365,1.7,149,TRUE,10,17,44,315,115,19,1,4.88,4.91,4.99,4.96,4.95,4.66,4.62,TRUE,113,113,0,0,2.19,1984,"within an hour",1,0.98,TRUE,"Others",0.314114417057507,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,295
138,TRUE,TRUE,7,2,3,1,365,1,2,2,365,1.7,135.5,TRUE,12,32,62,337,60,11,0,4.7,4.92,5,4.95,4.87,4.55,4.53,TRUE,113,113,0,0,1.12,1984,"within an hour",1,0.98,TRUE,"Others",0.407221311953015,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,295
138,TRUE,TRUE,8,3,4,1,365,1,2,2,365,1.6,150.3,TRUE,15,32,54,326,74,13,0,4.82,4.97,4.97,4.95,4.92,4.74,4.69,TRUE,113,113,0,0,1.42,1984,"within an hour",1,0.98,TRUE,"Others",0.293723182541085,"Entire Place",TRUE,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,295
138,TRUE,TRUE,8,3,4,1,365,1,2,2,365,1.6,177.9,TRUE,4,18,35,292,107,25,0,4.85,4.93,4.98,4.95,4.96,4.78,4.66,TRUE,113,113,0,0,2.02,1984,"within an hour",1,0.98,TRUE,"Others",0.268777891522728,"Entire Place",TRUE,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,295
138,TRUE,TRUE,6,2,3,1,365,1,2,2,365,1.7,143.5,TRUE,18,38,63,334,41,2,0,4.78,4.98,4.98,4.95,4.9,4.54,4.66,TRUE,113,113,0,0,0.78,1984,"within an hour",1,0.98,TRUE,"Others",0.39204261272083,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,295
1,TRUE,FALSE,4,1,2,2,1125,2,2,1125,1125,2,1125,TRUE,22,50,77,161,67,10,0,4.96,4.97,4.97,4.97,4.99,4.9,4.81,TRUE,1,1,0,0,1.48,1626,"within an hour",1,1,TRUE,"Asheville",3.37620510562865,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,116
1,TRUE,TRUE,4,2,3,30,1125,30,30,1125,1125,30,1125,TRUE,0,1,1,17,9,0,0,5,5,5,5,5,5,5,TRUE,1,1,0,0,0.17,2547,"within an hour",1,1,FALSE,"Others",0.724575219240536,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,200
3,TRUE,TRUE,6,2,3,2,14,2,3,1125,1125,2,1125,TRUE,4,22,40,202,359,71,3,4.99,4.97,4.98,4.98,4.99,4.85,4.88,FALSE,3,3,0,0,6.67,1923,"within an hour",1,0.99,TRUE,"Asheville",0.203625087504627,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,305
3,TRUE,TRUE,6,2,3,2,8,2,3,1125,1125,2,1125,TRUE,7,30,55,220,348,75,6,4.99,4.99,4.99,5,4.99,4.92,4.93,FALSE,3,3,0,0,6.51,1923,"within an hour",1,0.99,TRUE,"Asheville",0.211193685447332,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,234
6,TRUE,TRUE,8,4,5,30,1125,30,30,1125,1125,30,1125,TRUE,30,60,89,89,159,14,0,4.84,4.87,4.84,4.96,4.94,4.79,4.77,TRUE,1,1,0,0,2.95,3102,"N/A",NA,1,FALSE,"Asheville",3.42863372833979,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,320
4,TRUE,TRUE,5,2,3,2,1125,2,2,1125,1125,2,1125,TRUE,30,60,90,363,87,34,4,4.86,4.92,4.82,5,4.97,4.94,4.82,TRUE,1,1,0,0,2.76,2261,"within an hour",1,0.98,TRUE,"Asheville",0.0521670492782396,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,326
3,TRUE,FALSE,7,3,5,3,7,3,3,1125,1125,3,1125,TRUE,10,26,40,276,63,13,1,5,5,4.98,4.97,5,5,4.71,TRUE,1,1,0,0,1.21,4039,"within an hour",1,0.98,TRUE,"Asheville",0.384801503436754,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,695
2,TRUE,TRUE,2,1,1,1,1125,1,1,1125,1125,1,1125,TRUE,4,12,30,276,467,70,5,4.99,4.96,5,5,5,4.96,4.96,TRUE,1,1,0,0,8.97,3981,"within an hour",1,0.99,TRUE,"Asheville",2.21422279632258,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,125
1,TRUE,FALSE,6,2,4,2,1125,2,2,1125,1125,2,1125,TRUE,23,49,77,231,107,21,2,5,4.97,4.98,5,4.98,4.87,4.93,FALSE,1,1,0,0,1.99,1620,"N/A",NA,NA,TRUE,"Asheville",3.24054962227368,"Entire Place",TRUE,2.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,328
1,TRUE,TRUE,2,1,1,1,30,1,1,1125,1125,1,1125,TRUE,0,21,50,132,320,54,2,4.98,4.97,4.99,4.99,4.98,4.93,4.96,TRUE,1,1,0,0,5.99,1619,"within an hour",1,1,TRUE,"Candler",8.06480553466112,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,70
